"Question Code","Category","Question Label","Question Readable","Year","Percent Response","Mean Response Per Question"
"Rachaf","Education","Question 2","Children to school half opposite race",1994,0.140992167101828,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1996,0.174666666666667,0.190209630433541
"Racmost","Education","Question 3","Children to school mostly opposite race",1972,0.417273673257024,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1974,0.474912485414236,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1975,0.446952595936795,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1977,0.467708333333333,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1978,0.425944841675179,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1982,0.435517970401691,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1983,0.50197628458498,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1985,0.475177304964539,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1986,0.506622516556291,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1988,0.447712418300654,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1989,0.4704,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1990,0.478622327790974,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1991,0.406441717791411,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1993,0.422848664688427,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1994,0.416075650118203,0.449178420823033
"Racmost","Education","Question 3","Children to school mostly opposite race",1996,0.360068259385666,0.449178420823033
"Racopen","Housing","Question 1","Vote on open housing law",1973,0.640685892439595,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1975,0.648461538461538,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1976,0.634055265123226,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1978,0.614285714285714,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1980,0.590557275541796,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1983,0.531837916063676,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1984,0.491442542787286,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1986,0.514586709886548,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1987,0.491228070175439,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1988,0.445121951219512,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1989,0.413194444444444,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1990,0.449820788530466,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1991,0.395631067961165,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1993,0.333333333333333,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1994,0.362026862026862,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",1996,0.320610687022901,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2004,0.351851851851852,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2006,0.30437756497948,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2008,0.286266924564797,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2010,0.269270298047276,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2012,0.295031055900621,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2014,0.270700636942675,0.438470910752361
"Racopen","Housing","Question 1","Vote on open housing law",2016,0.220116618075802,0.438470910752361
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1972,0.402078337330136,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1976,0.393984962406015,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1977,0.424382716049383,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1980,0.33044846577498,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1982,0.297591297591298,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1984,0.263330598851518,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1985,0.262106072252114,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1987,0.254378648874062,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1988,0.243933588761175,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1989,0.227642276422764,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1990,0.237333333333333,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1991,0.200743494423792,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1993,0.151480637813212,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1994,0.164077066500932,0.275560646250301
"Racseg","Housing","Question 2","Whites have right to seg. neighborhood",1996,0.134048257372654,0.275560646250301
"Sppolice","Police Relations","Question 1","Govt spending on law enforcement",1985,0.514629948364888,0.550042589437819
"Sppolice","Police Relations","Question 1","Govt spending on law enforcement",1990,0.553497942386831,0.550042589437819
"Sppolice","Police Relations","Question 1","Govt spending on law enforcement",1996,0.58637236084453,0.550042589437819
"Sppolice","Police Relations","Question 1","Govt spending on law enforcement",2006,0.555959963603276,0.550042589437819
"Sppolice","Police Relations","Question 1","Govt spending on law enforcement",2016,0.522954091816367,0.550042589437819
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",1994,0.777870913663034,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",1996,0.772609819121447,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",1998,0.765592871830021,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2000,0.770422535211268,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2002,0.777620396600567,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2004,0.730180806675939,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2006,0.760504201680672,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2008,0.75844930417495,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2010,0.74671669793621,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2012,0.716804979253112,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2014,0.715434083601286,0.745733909226085
"Wrkwayup","Welfare","Question 4","Blacks overcome prejudice without favors",2016,0.654744525547445,0.745733909226085
